"systemSku","customField1","customField2"
"NF0A7WTM39O10XLREG","THE NORTH FACE FD PRO 160 TIGHT BLACK CAMO PRINT 2025","THE NORTH FACE FD PRO 160 TIGHT BLACK CAMO PRINT 2025"
"NF0A7WTL39O100L000","THE NORTH FACE FD PRO 160 CREW BLACK CAMO PRINT 2025","THE NORTH FACE FD PRO 160 CREW BLACK CAMO PRINT 2025"
"NF0A3FJXLK510OSREG","2025 TNF LOGO BOX CUFFED BEANIE KHAKI STONE",""
"NF0A7WTL39O100M000","THE NORTH FACE FD PRO 160 CREW BLACK CAMO PRINT 2025","THE NORTH FACE FD PRO 160 CREW BLACK CAMO PRINT 2025"
"NF0A7WTL39O100S000","THE NORTH FACE FD PRO 160 CREW BLACK CAMO PRINT 2025","THE NORTH FACE FD PRO 160 CREW BLACK CAMO PRINT 2025"
"NF0A7WTL39O10XL000","THE NORTH FACE FD PRO 160 CREW BLACK CAMO PRINT 2025","THE NORTH FACE FD PRO 160 CREW BLACK CAMO PRINT 2025"
"NF0A88XK4O4100LREG","THE NORTH FACE RETRO DENALI PANT BLACK/MOONSTONE GREY 2025","THE NORTH FACE RETRO DENALI PANT BLACK/MOONSTONE GREY 2025"
"NF0A7WTL39O1XXL000","THE NORTH FACE FD PRO 160 CREW BLACK CAMO PRINT 2025","THE NORTH FACE FD PRO 160 CREW BLACK CAMO PRINT 2025"
"NF0A88XK4O4100MREG","THE NORTH FACE RETRO DENALI PANT BLACK/MOONSTONE GREY 2025","THE NORTH FACE RETRO DENALI PANT BLACK/MOONSTONE GREY 2025"
"NF0A88XK4O410XLREG","THE NORTH FACE RETRO DENALI PANT BLACK/MOONSTONE GREY 2025","THE NORTH FACE RETRO DENALI PANT BLACK/MOONSTONE GREY 2025"
"NF0A88XK4O4100SREG","THE NORTH FACE RETRO DENALI PANT BLACK/MOONSTONE GREY 2025","THE NORTH FACE RETRO DENALI PANT BLACK/MOONSTONE GREY 2025"
"NF0A84I10UZ100M000","THE NORTH FACE ACONCAGUA 3 HOODIE SMOKED PEARL 2025","THE NORTH FACE ACONCAGUA 3 HOODIE SMOKED PEARL 2025"
"NF0A84I10UZ1XXL000","THE NORTH FACE ACONCAGUA 3 HOODIE SMOKED PEARL 2025","THE NORTH FACE ACONCAGUA 3 HOODIE SMOKED PEARL 2025"
"NF0A88XH4O4100M000","THE NORTH FACE RETRO DENALI JACKET BLACK/MOONSTONE GREY 2025","THE NORTH FACE RETRO DENALI JACKET BLACK/MOONSTONE GREY 2025"
"NF0A84I10UZ100L000","THE NORTH FACE ACONCAGUA 3 HOODIE SMOKED PEARL 2025","THE NORTH FACE ACONCAGUA 3 HOODIE SMOKED PEARL 2025"
"NF0A84I10UZ10XL000","THE NORTH FACE ACONCAGUA 3 HOODIE SMOKED PEARL 2025","THE NORTH FACE ACONCAGUA 3 HOODIE SMOKED PEARL 2025"
"NF0A88XH4O4100L000","THE NORTH FACE RETRO DENALI JACKET BLACK/MOONSTONE GREY 2025","THE NORTH FACE RETRO DENALI JACKET BLACK/MOONSTONE GREY 2025"
"NF0A82V64H0100L000","THE NORTH FACE TEKNO LOGO HOODIE BLACK-NPF 2025","THE NORTH FACE TEKNO LOGO HOODIE BLACK-NPF 2025"
"NF0A88XH4O410XL000","THE NORTH FACE RETRO DENALI JACKET BLACK/MOONSTONE GREY 2025","THE NORTH FACE RETRO DENALI JACKET BLACK/MOONSTONE GREY 2025"
"NF0A82V64H0100M000","THE NORTH FACE TEKNO LOGO HOODIE BLACK-NPF 2025","THE NORTH FACE TEKNO LOGO HOODIE BLACK-NPF 2025"
"NF0A82V61I4100L000","THE NORTH FACE TEKNO LOGO HOODIE CLAY GREY 2025","THE NORTH FACE TEKNO LOGO HOODIE CLAY GREY 2025"
"NF0A82V64H01XXL000","THE NORTH FACE TEKNO LOGO HOODIE BLACK-NPF 2025","THE NORTH FACE TEKNO LOGO HOODIE BLACK-NPF 2025"
"NF0A82V61I410XL000","THE NORTH FACE TEKNO LOGO HOODIE CLAY GREY 2025","THE NORTH FACE TEKNO LOGO HOODIE CLAY GREY 2025"
"NF0A82V61I41XXL000","THE NORTH FACE TEKNO LOGO HOODIE CLAY GREY 2025","THE NORTH FACE TEKNO LOGO HOODIE CLAY GREY 2025"
"NF0A82V64H0100S000","THE NORTH FACE TEKNO LOGO HOODIE BLACK-NPF 2025","THE NORTH FACE TEKNO LOGO HOODIE BLACK-NPF 2025"
"NF0A88XRJK3100L000","THE NORTH FACE THE NORTH FACE FLEESKI 1/4 ZIP PULLOVER BLACK 2025","THE NORTH FACE THE NORTH FACE FLEESKI 1/4 ZIP PULLOVER BLACK 2025"
"NF0A82V61I4100S000","THE NORTH FACE TEKNO LOGO HOODIE CLAY GREY 2025","THE NORTH FACE TEKNO LOGO HOODIE CLAY GREY 2025"
"NF0A82V64H010XL000","THE NORTH FACE TEKNO LOGO HOODIE BLACK-NPF 2025","THE NORTH FACE TEKNO LOGO HOODIE BLACK-NPF 2025"
"NF0A88XH4O4100S000","THE NORTH FACE RETRO DENALI JACKET BLACK/MOONSTONE GREY 2025","THE NORTH FACE RETRO DENALI JACKET BLACK/MOONSTONE GREY 2025"
"NF0A88XRJK3100S000","THE NORTH FACE THE NORTH FACE FLEESKI 1/4 ZIP PULLOVER BLACK 2025","THE NORTH FACE THE NORTH FACE FLEESKI 1/4 ZIP PULLOVER BLACK 2025"
"NF0A88XRJK310XL000","THE NORTH FACE THE NORTH FACE FLEESKI 1/4 ZIP PULLOVER BLACK 2025","THE NORTH FACE THE NORTH FACE FLEESKI 1/4 ZIP PULLOVER BLACK 2025"
"NF0A883RKX8100L000","2025 TNF YUMIORI FULL ZIP BLACK/BLACK/BLACK",""
"NF0A88XRJK31XXL000","THE NORTH FACE THE NORTH FACE FLEESKI 1/4 ZIP PULLOVER BLACK 2025","THE NORTH FACE THE NORTH FACE FLEESKI 1/4 ZIP PULLOVER BLACK 2025"
"NF0A88XRJK3100M000","THE NORTH FACE THE NORTH FACE FLEESKI 1/4 ZIP PULLOVER BLACK 2025","THE NORTH FACE THE NORTH FACE FLEESKI 1/4 ZIP PULLOVER BLACK 2025"
"NF0A82V61I4100M000","THE NORTH FACE TEKNO LOGO HOODIE CLAY GREY 2025","THE NORTH FACE TEKNO LOGO HOODIE CLAY GREY 2025"
"NF0A883RKX8100M000","2025 TNF YUMIORI FULL ZIP BLACK/BLACK/BLACK",""
"NF0A883RKX810XL000","2025 TNF YUMIORI FULL ZIP BLACK/BLACK/BLACK",""
"NF0A883R3B7100L000","THE NORTH FACE YUMIORI FULL ZIP FOREST OLIVE/BLACK/AMBER GREEN 2025","THE NORTH FACE YUMIORI FULL ZIP FOREST OLIVE/BLACK/AMBER GREEN 2025"
"NF0A883RKX8100S000","2025 TNF YUMIORI FULL ZIP BLACK/BLACK/BLACK",""
"NF0A883R3B7100M000","THE NORTH FACE YUMIORI FULL ZIP FOREST OLIVE/BLACK/AMBER GREEN 2025","THE NORTH FACE YUMIORI FULL ZIP FOREST OLIVE/BLACK/AMBER GREEN 2025"
"NF0A883R3B7100S000","THE NORTH FACE YUMIORI FULL ZIP FOREST OLIVE/BLACK/AMBER GREEN 2025","THE NORTH FACE YUMIORI FULL ZIP FOREST OLIVE/BLACK/AMBER GREEN 2025"
"NF0A883R3B710XL000","THE NORTH FACE YUMIORI FULL ZIP FOREST OLIVE/BLACK/AMBER GREEN 2025","THE NORTH FACE YUMIORI FULL ZIP FOREST OLIVE/BLACK/AMBER GREEN 2025"
"NF0A883R3B71XXL000","THE NORTH FACE YUMIORI FULL ZIP FOREST OLIVE/BLACK/AMBER GREEN 2025","THE NORTH FACE YUMIORI FULL ZIP FOREST OLIVE/BLACK/AMBER GREEN 2025"
"NF0A883R3BQ100L000","THE NORTH FACE YUMIORI FULL ZIP SMOKEY BROWN/CLAY GREY/CAVERN GREY 2025","THE NORTH FACE YUMIORI FULL ZIP SMOKEY BROWN/CLAY GREY/CAVERN GREY 202"
"NF0A883R3BQ10XL000","THE NORTH FACE YUMIORI FULL ZIP SMOKEY BROWN/CLAY GREY/CAVERN GREY 2025","THE NORTH FACE YUMIORI FULL ZIP SMOKEY BROWN/CLAY GREY/CAVERN GREY 202"
"NF0A84I14H0100L000","THE NORTH FACE ACONCAGUA 3 HOODIE BLACK-NPF 2025","THE NORTH FACE ACONCAGUA 3 HOODIE BLACK-NPF 2025"
"NF0A883R3BQ100S000","THE NORTH FACE YUMIORI FULL ZIP SMOKEY BROWN/CLAY GREY/CAVERN GREY 2025","THE NORTH FACE YUMIORI FULL ZIP SMOKEY BROWN/CLAY GREY/CAVERN GREY 202"
"NF0A883R3BQ1XXL000","THE NORTH FACE YUMIORI FULL ZIP SMOKEY BROWN/CLAY GREY/CAVERN GREY 2025","THE NORTH FACE YUMIORI FULL ZIP SMOKEY BROWN/CLAY GREY/CAVERN GREY 202"
"NF0A84I14H0100M000","THE NORTH FACE ACONCAGUA 3 HOODIE BLACK-NPF 2025","THE NORTH FACE ACONCAGUA 3 HOODIE BLACK-NPF 2025"
"NF0A84I14H010XL000","THE NORTH FACE ACONCAGUA 3 HOODIE BLACK-NPF 2025","THE NORTH FACE ACONCAGUA 3 HOODIE BLACK-NPF 2025"
"NF0A84I14H01XXL000","THE NORTH FACE ACONCAGUA 3 HOODIE BLACK-NPF 2025","THE NORTH FACE ACONCAGUA 3 HOODIE BLACK-NPF 2025"
"NF0A7QEY5LO100M000","THE NORTH FACE ANTORA JACKET MIDNIGHT PETROL/BLACK 2025","THE NORTH FACE ANTORA JACKET MIDNIGHT PETROL/BLACK 2025"
"NF0A7QEY5LO100L000","THE NORTH FACE ANTORA JACKET MIDNIGHT PETROL/BLACK 2025","THE NORTH FACE ANTORA JACKET MIDNIGHT PETROL/BLACK 2025"
"NF0A883R3BQ100M000","THE NORTH FACE YUMIORI FULL ZIP SMOKEY BROWN/CLAY GREY/CAVERN GREY 2025","THE NORTH FACE YUMIORI FULL ZIP SMOKEY BROWN/CLAY GREY/CAVERN GREY 202"
"NF0A82VM4H0100L000","THE NORTH FACE BUILD UP JACKET BLACK-NPF 2025","THE NORTH FACE BUILD UP JACKET BLACK-NPF 2025"
"NF0A7QEY5LO10XL000","THE NORTH FACE ANTORA JACKET MIDNIGHT PETROL/BLACK 2025","THE NORTH FACE ANTORA JACKET MIDNIGHT PETROL/BLACK 2025"
"NF0A82VM4H0100M000","THE NORTH FACE BUILD UP JACKET BLACK-NPF 2025","THE NORTH FACE BUILD UP JACKET BLACK-NPF 2025"
"NF0A82VM4H010XL000","THE NORTH FACE BUILD UP JACKET BLACK-NPF 2025","THE NORTH FACE BUILD UP JACKET BLACK-NPF 2025"
"NF0A7QEY5LO1XXL000","THE NORTH FACE ANTORA JACKET MIDNIGHT PETROL/BLACK 2025","THE NORTH FACE ANTORA JACKET MIDNIGHT PETROL/BLACK 2025"
"NF0A82VM4H01XXL000","THE NORTH FACE BUILD UP JACKET BLACK-NPF 2025","THE NORTH FACE BUILD UP JACKET BLACK-NPF 2025"
"NF0A82VM1NO100L000","THE NORTH FACE BUILD UP JACKET MIDNIGHT PETROL 2025","THE NORTH FACE BUILD UP JACKET MIDNIGHT PETROL 2025"
"NF0A82VM1NO100M000","THE NORTH FACE BUILD UP JACKET MIDNIGHT PETROL 2025","THE NORTH FACE BUILD UP JACKET MIDNIGHT PETROL 2025"
